Company_field,Company_name,Company_scale,Company_type,Job_location,Job_name,Job_salary,Job_update,Job_url,Location,Require_degree,Require_exp,Require_lan,Require_number
"互联网,电子技术,集成电路",杭州村口环保科技有限公司,150,民营公司,杭州-余杭区,新媒体运营专员,6-8万/年,10-14发布,http://jobs.51job.com/hangzhou-yhq/85600454.html?s=01&t=0,临平南大街326号时代广场1号楼A座7层							,,2年经验,,招2人
"汽车及零配件,进出口",浙江友爱汽车配件有限公司,50,民营公司,湖州,计划员,4.5-6千/月,10-14发布,http://jobs.51job.com/huzhou/93014447.html?s=01&t=0,德清县乾元镇苕溪东街1136号							,,无工作经验,,招1人
互联网,景德镇奕匠陶瓷有限公司,150,民营公司,杭州-余杭区,淘宝直通车推广专员  6000-10000,0.5-1万/月,10-14发布,http://jobs.51job.com/hangzhou-yhq/93720878.html?s=01&t=0,余杭区未来科技城向往街1008号 乐福海邦园  9栋201							,中专,2年经验,,招2人
"服装,皮革",广州爱儿健婴童用品有限公司,150,民营公司,杭州-江干区,零售督导,4.5-6千/月,10-14发布,http://jobs.51job.com/hangzhou-jgq/89749468.html?s=01&t=0,杭州市，江干区，凤起东路189号2幢1209室							,,无工作经验,,招3人
"多元化业务集团公司,进出口",迪桑特（中国）有限公司,500,外资,杭州,迪桑特-杭州大厦店铺店长,0.8-1.2万/月,10-14发布,http://jobs.51job.com/hangzhou/89017867.html?s=01&t=0,环城北路47号武林广场21号杭州大厦							,大专,5-7年经验,,招1人
租赁服务,浙江小象汽车租赁有限公司,少于50人,民营公司,杭州-滨江区,人事行政主管,4.5-6千/月,10-14发布,http://jobs.51job.com/hangzhou-bjq/89173881.html?s=01&t=0,滨安路650号IX-WORK大楼A栋602室							,大专,无工作经验,,招1人
互联网,家管家（杭州）网络科技有限责任公司,少于50人,民营公司,杭州-江干区,市场推广与招商,0.8-1.2万/月,10-14发布,http://jobs.51job.com/hangzhou-jgq/94578646.html?s=01&t=0,德胜东路2888号							,,无工作经验,,招5人
"通信,网络设备,系统,维修",杭州盛围贸易有限公司,少于50人,民营公司,杭州-滨江区,网络推广专员,6-8千/月,10-11发布,http://jobs.51job.com/hangzhou-bjq/94722462.html?s=01&t=0,连连科技b座							,,1年经验,,招若干人
互联网,杭州太子龙网络科技有限公司,50,民营公司,杭州-萧山区,新媒体运营专员,6-8千/月,10-10发布,http://jobs.51job.com/hangzhou-xsq/91207598.html?s=01&t=0,杭州市萧山区杭州湾信息港							,本科,2年经验,,招2人
"计算机软件,系统,维修",杭州惠尔森科技有限公司,50,民营公司,杭州,高级网络工程师,4.5-6千/月,10-14发布,http://jobs.51job.com/hangzhou/93989679.html?s=01&t=0,西湖区塘苗路18号华星现代产业园D座402～406							,大专,2年经验,,招1人
"批发,互联网",杭州玛雅日用品有限公司,少于50人,民营公司,杭州-滨江区,人力资源主管,6-8千/月,10-14发布,http://jobs.51job.com/hangzhou-bjq/92832629.html?s=01&t=0,江晖路487号兴耀科技园3号楼9楼							,大专,5-7年经验,,招1人
互联网,黑马科技（上海）有限公司,50,民营公司,杭州-余杭区,店铺运营/店长,0.7-2万/月,10-14发布,http://jobs.51job.com/hangzhou-yhq/90002445.html?s=01&t=0,五常大道联胜路10号华立创客园3号楼209							,,1年经验,,招4人
"互联网,服装,皮革",杭州乍著服饰有限公司,150,民营公司,杭州-萧山区,淘女装文案编辑新媒体,3-5千/月,10-14发布,http://jobs.51job.com/hangzhou-xsq/94607982.html?s=01&t=0,风情大道351号潮锦创意园3B201							,,无工作经验,,招1人
"互联网,贸易",杭州简品食品股份有限公司,150,上市公司,杭州-江干区,人事主管,6-8千/月,10-14发布,http://jobs.51job.com/hangzhou-jgq/94741126.html?s=01&t=0,下沙益丰路55号							,,3-4年经验,,招1人
"服装,皮革",浙江衣莎美诺时装有限公司,1000,合资,杭州-余杭区,数据统计专员,4-6千/月,10-14发布,http://jobs.51job.com/hangzhou-yhq/74990340.html?s=01&t=0,良运街313号							,中专,1年经验,,招1人
互联网,浙江完美物联科技有限公司,150,民营公司,杭州,品类专员/客户经理（业务员）,2-2.5千/月,10-14发布,http://jobs.51job.com/hangzhou/88588916.html?s=01&t=0,杭州市滨江区新联路608号诚高大厦							,大专,无工作经验,,招若干人
"批发,快速消费品,饮料",杭州品道茶叶有限公司,少于50人,民营公司,杭州-滨江区,天猫直通车、钻展推广专员,6-8千/月,10-14发布,http://jobs.51job.com/hangzhou-bjq/92352422.html?s=01&t=0,滨文路60号川山甲电商园2幢303							,大专,3-4年经验,,招1人
"互联网,酒店",杭州三疯科技有限公司,50,民营公司,杭州-滨江区,薪酬绩效主管,0.8-1.5万/月,10-18发布,http://jobs.51job.com/hangzhou-bjq/89843690.html?s=01&t=0,江陵路88号万轮科技园							,,无工作经验,,招1人
"交通,物流",杭州日昱物流有限公司,500,民营公司,杭州-下城区,审计专员,4.5-6千/月,10-14发布,http://jobs.51job.com/hangzhou-xcq/93475056.html?s=01&t=0,石桥路398号							,大专,2年经验,,招1人
"家具,玩具,环保",沁园集团股份有限公司,1000,合资,宁波,output officer,5-9千/月,10-14发布,http://jobs.51job.com/ningbo/94747186.html?s=01&t=0,浙江宁波市杭州湾新区兴慈一路358号							,本科,3-4年经验,,招1人
"仪器仪表,电子技术,集成电路",江西飞尚科技有限公司,150,民营公司,南昌,销售工程师（底薪5k+提成+项目利润分成+年终奖）,4.5-6千/月,10-14发布,http://jobs.51job.com/nanchang/94450158.html?s=01&t=0,及全国							,大专,无工作经验,,招30人
"快速消费品,饮料,互联网",广州市内外兼修健康美容有限公司,少于50人,民营公司,杭州-拱墅区,资深彩妆产品经理/化妆品开发主管,0.7-2.5万/月,10-14发布,http://jobs.51job.com/hangzhou-gsq/92915367.html?s=01&t=0,莫干山路100号耀江国际大厦							,,无工作经验,,招1人
"仪器仪表,电气,水利",杭州三科变频技术有限公司,少于50人,民营公司,杭州-余杭区,阿里巴巴运营(无责底薪+提成）,6-8千/月,10-14发布,http://jobs.51job.com/hangzhou-yhq/92750169.html?s=01&t=0,姚家路5号蓝都科创园							,大专,无工作经验,,招5人
"互联网,批发",杭州色珂化妆品有限公司,少于50人,创业公司,杭州-余杭区,电商运营,4.5-6千/月,10-14发布,http://jobs.51job.com/hangzhou-yhq/90718881.html?s=01&t=0,未来科技城文一西路1288号海创科技中心3幢713							,大专,1年经验,,招2人
"计算机软件,电子商务",北京吉威时代软件股份有限公司,500,民营公司,北京,2018年校园招聘-项目经理（大数据）,10-15万/年,10-14发布,http://jobs.51job.com/beijing/94753836.html?s=01&t=0,石景山区石景山路22号万商大厦16层							,本科,无工作经验,,招10人
"交通,物流",传化物流集团有限公司（陆鲸科技）,500,民营公司,杭州,高级运营专员（主管级） (职位编号：Transfar002718),1-1.5万/月,10-14发布,http://jobs.51job.com/hangzhou/94747562.html?s=01&t=0,钱江世纪城传化大厦							,本科,3-4年经验,,招3人
"快速消费品,饮料",彭氏香港国际化妆品集团有限公司,500,民营公司,杭州-江干区,推广-店长反向,6-8千/月,10-14发布,http://jobs.51job.com/hangzhou-jgq/94755500.html?s=01&t=0,江干区 杭州东部国际商务中心							,,无工作经验,,招若干人
"金融,证券,咨询,财会",中国汉鼎金融服务集团,150,民营公司,杭州,行业分析师（杭州）,6-8千/月,10-14发布,http://jobs.51job.com/hangzhou/70965926.html?s=01&t=0,西湖区玉古路173号中田大厦11-A1							,本科,无工作经验,,招5人
"互联网,通信,增值服务",杭州彩拓网络信息技术有限公司,50,民营公司,杭州,支付业务运营专员,4.5-6千/月,10-14发布,http://jobs.51job.com/hangzhou/92764957.html?s=01&t=0,西湖区杭州市西湖区紫霞街80号西溪谷国际商务中心F幢13楼							,,无工作经验,,招2人
"娱乐,体育",浙江杰拉网络技术有限公司,1000,民营公司,杭州-江干区,市场营销经理,1.5-2万/月,10-14发布,http://jobs.51job.com/hangzhou-jgq/90637032.html?s=01&t=0,二号大街515号智慧谷大厦（智慧谷移动互联网创业园区）							,本科,无工作经验,,招1人
"家具,玩具,教育,院校",浙江幼品教育科技有限公司,150,民营公司,杭州-滨江区,运营总监,1.5-2万/月,10-12发布,http://jobs.51job.com/hangzhou-bjq/91223376.html?s=01&t=0,西兴街道聚园路12号茂源大厦1号楼3楼							,本科,8-9年经验,,招1人
房地产,杭州七纬房地产咨询有限公司,50,民营公司,杭州-西湖区,市场研究专员,10-15万/年,10-15发布,http://jobs.51job.com/hangzhou-xhq/87776627.html?s=01&t=0,文一西路与崇义路交叉口郡原公元里4幢							,,无工作经验,,招若干人
互联网,杭州后智人科技有限公司,少于50人,民营公司,杭州-余杭区,运营经理/营销运营总监/品牌运营/电商运营,0.8-1.5万/月,10-15发布,http://jobs.51job.com/hangzhou-yhq/89459017.html?s=01&t=0,未来科技城良睦路1399号15号楼1510							,大专,无工作经验,,招1人
"互联网,计算机服务,数据服务",上海微盟企业发展有限公司,1000,民营公司,上海-宝山区,销售业务员（O2O项目）,6-8千/月,10-14发布,http://jobs.51job.com/shanghai-bsq/94740530.html?s=01&t=0,上海市宝山区长江路258号中成智谷园区B1栋微盟大厦							,,1年经验,,招若干人
"互联网,批发",杭州飘步贸易有限公司,50,合资,杭州,微信运营主管,1-1.5万/月,10-14发布,http://jobs.51job.com/hangzhou/93772907.html?s=01&t=0,杭州市钱江世纪城庆春隧道南出口港丽望京商务中心B座2501室							,大专,2年经验,,招1人
"互联网,贸易",杭州悦蓉科技有限公司,50,民营公司,杭州-滨江区,用户运营/电商平台运营/新媒体运营,4-7千/月,10-14发布,http://jobs.51job.com/hangzhou-bjq/94616429.html?s=01&t=0,杭州市滨江区丹枫路788号海越大厦1F							,,1年经验,,招若干人
餐饮业,杭州丰胜企业管理有限公司,50,民营公司,杭州-萧山区,天猫运营经理,1-1.5万/月,10-14发布,http://jobs.51job.com/hangzhou-xsq/94705472.html?s=01&t=0,城厢镇泰富广场							,,无工作经验,,招1人
互联网,杭州易昂网络科技有限公司,50,民营公司,杭州-滨江区,跨境电商诚聘采购专员,3-4.5千/月,10-18发布,http://jobs.51job.com/hangzhou-bjq/94798849.html?s=01&t=0,滨文路358号彩宏大厦307室							,高中,无工作经验,,招1人
"服装,皮革",绫致时装（天津）有限公司,500,外资,杭州,湖滨银泰HAY家居销售顾问,0.7-1.5万/月,10-18发布,http://jobs.51job.com/hangzhou/92402768.html?s=01&t=0,杭州市上城区湖滨银泰IN77							,大专,无工作经验,,招3人
"计算机软件,电子商务",杭州桃子网络科技有限公司,少于50人,民营公司,杭州-西湖区,产品经理,1-1.5万/月,10-18发布,http://jobs.51job.com/hangzhou-xhq/78385715.html?s=01&t=0,文一西路75号数字娱乐产业园三号楼							,,2年经验,,招3人
"计算机软件,器械",杭州脉流科技有限公司,少于50人,民营公司,杭州,深度学习/图像算法工程师 (职位编号：4),1.5-3万/月,10-18发布,http://jobs.51job.com/hangzhou/94719328.html?s=01&t=0,滨江区阡陌路459号聚光中心C2座503室							,硕士,1年经验,,招1人
"快速消费品,饮料",黑龙江飞鹤乳业有限公司,5000,民营公司,杭州,城市导购专员,5-7.5千/月,10-18发布,http://jobs.51job.com/hangzhou/92427878.html?s=01&t=0,杭州							,大专,无工作经验,,招1人
环保,浙江尼普顿科技股份有限公司,150,民营公司,徐州,CUMT微生活运营,3-4.5千/月,10-18发布,http://jobs.51job.com/xuzhou/91965721.html?s=01&t=0,中国矿业大学南湖校区一食堂总务部4楼419办公室							,大专,1年经验,,招若干人
房地产,浙江祥生房地产开发有限公司,1000,民营公司,南通,招采经理,15-30万/年,10-13发布,http://jobs.51job.com/nantong/87827641.html?s=01&t=0,如东							,大专,5-7年经验,,招1人
"贸易,印刷,造纸",浦江三菱塑胶有限公司,50,民营公司,金华,阿里巴巴诚信通运营,4.5-6千/月,10-18发布,http://jobs.51job.com/jinhua/90915035.html?s=01&t=0,浦江县							,中专,2年经验,,招1人
贸易,杭州慧果汽车技术有限公司,少于50人,民营公司,杭州-西湖区,市场专员,4.5-6千/月,10-13发布,http://jobs.51job.com/hangzhou-xhq/85828415.html?s=01&t=0,古墩路701路紫金广场B幢602							,本科,2年经验,,招5人
"家具,玩具",浙江爱仕达电器股份有限公司,1000,民营公司,台州,电商运营专员,4-6千/月,10-15发布,http://jobs.51job.com/taizhoue/86567609.html?s=01&t=0,温岭市科技路2号							,大专,无工作经验,,招若干人
互联网,浙江淘趣网络科技有限公司,150,民营公司,杭州-滨江区,商品专员,4-6千/月,10-18发布,http://jobs.51job.com/hangzhou-bjq/83427613.html?s=01&t=0,杭州滨江慧港科技园3幢B楼701室							,,无工作经验,,招1人
制药,杭州景杰生物科技有限公司,50,民营公司,杭州,生物信息学工程师,0.8-1万/月,10-18发布,http://jobs.51job.com/hangzhou/69272337.html?s=01&t=0,杭州下沙开发区6号大街452号2幢15楼A区							,硕士,无工作经验,,招1人
"公关,会展,旅游",杭州嘉诺展览有限公司,150,民营公司,杭州,销售经理,1.5-2万/月,10-13发布,http://jobs.51job.com/hangzhou/92470242.html?s=01&t=0,杭州市艮山支三路5号聚落五号创意园2号楼2楼							,大专,5-7年经验,,招3人
"汽车及零配件,设备",湖州剑力金属制品有限公司,1000,外资,湖州,质量副手,0.8-1万/月,10-13发布,http://jobs.51job.com/huzhou/94626369.html?s=01&t=0,德清县洛舍城南工业区236号							,本科,5-7年经验,,招1人
"互联网,专业服务,人力资源",杭州沃呗网络科技有限公司,50,创业公司,杭州-西湖区,数据挖掘工程师,1.5-2.5万/月,10-13发布,http://jobs.51job.com/hangzhou-xhq/86667653.html?s=01&t=0,西湖区							,硕士,5-7年经验,,招若干人
"互联网,外包服务",杭州极昼电子商务有限公司,少于50人,民营公司,杭州-余杭区,天猫国际运营-杭州,6-8千/月,10-13发布,http://jobs.51job.com/hangzhou-yhq/80765519.html?s=01&t=0,良睦路乐富海邦园							,本科,1年经验,,招1人
互联网,杭州吉敏网络科技有限公司,150,民营公司,杭州-萧山区,直通车推广专员,5-8千/月,10-13发布,http://jobs.51job.com/hangzhou-xsq/93153810.html?s=01&t=0,萧山区建设二路1147号前进驾校内白色三层楼房左手边蓝色小门上二楼							,大专,无工作经验,,招1人
互联网,杭州爱朵文化传媒有限公司,50,民营公司,杭州,淘宝店长,0.8-1万/月,10-13发布,http://jobs.51job.com/hangzhou/91922072.html?s=01&t=0,杭州市滨江区滨兴路301号慧港科技园A3a号楼205室							,大专,3-4年经验,,招1人
"互联网,电子技术,集成电路",杭州映墨科技有限公司,50,合资,杭州,儿童AR/VR独角兽 运营专员 五险一金,4.5-6千/月,10-18发布,http://jobs.51job.com/hangzhou/91133906.html?s=01&t=0,杭州市余杭区海创科技中心1288号2幢12楼（创景路与文一西路交叉口向北150米）							,,无工作经验,,招1人
"互联网,医疗设备",方迅医生,50,民营公司,杭州,财务经理,1-1.5万/月,10-13发布,http://jobs.51job.com/hangzhou/88086217.html?s=01&t=0,杭州							,本科,10年以上经验,,招若干人
互联网,嗖嗖收银,50,民营公司,杭州,城市合伙人（商户营销总监）,1.5-2.5万/月,10-13发布,http://jobs.51job.com/hangzhou/93701938.html?s=01&t=0,浙江省杭州市江干区钱江新城财富.金融中心B座9F							,,3-4年经验,,招10人
